directory,ID,styles
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17416.jpg,17416,[0.22332375 0.07263946 0.16259979 0.12838832 0.41304862]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17403.jpg,17403,[0.2303208  0.0629148  0.1740118  0.12845479 0.40429786]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17735.jpg,17735,[0.19417794 0.18556994 0.20212504 0.06159776 0.35652936]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17420.jpg,17420,[0.28880805 0.04856248 0.22220905 0.14223795 0.2981825 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17571.jpg,17571,[0.30359232 0.04087735 0.32133275 0.16095835 0.17323926]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17490.jpg,17490,[0.19266078 0.18031284 0.20563097 0.06301361 0.3583818 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12141.jpg,12141,[0.22630148 0.06718591 0.16784623 0.1277796  0.41088676]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12913.jpg,12913,[0.28488824 0.04744981 0.33305508 0.16594805 0.16865891]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10713.jpg,10713,[0.23326601 0.13932309 0.32724124 0.08928143 0.21088815]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12914.jpg,12914,[0.29623786 0.043025   0.32795092 0.16305017 0.169736  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17812.jpg,17812,[0.20427965 0.15356097 0.28624964 0.08262306 0.27328667]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17645.jpg,17645,[0.29253063 0.04786358 0.22688371 0.14345682 0.28926533]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17806.jpg,17806,[0.24100472 0.13056988 0.3397064  0.09197707 0.19674188]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17792.jpg,17792,[0.22529392 0.09784922 0.35512486 0.11568463 0.20604734]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14188.jpg,14188,[0.30125308 0.04572886 0.2517434  0.149334   0.25194064]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17435.jpg,17435,[0.24118845 0.13270852 0.33851728 0.09113139 0.19645436]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10579.jpg,10579,[0.19816752 0.19613595 0.19269085 0.0586093  0.3543964 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/11705.jpg,11705,[0.20550369 0.15170778 0.28898782 0.08337264 0.270428  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10984.jpg,10984,[0.23251449 0.06143593 0.17689042 0.12917435 0.3999848 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17787.jpg,17787,[0.30443972 0.04131824 0.31483844 0.16043134 0.17897223]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13875.jpg,13875,[0.2614219  0.05355421 0.19905315 0.13599066 0.34998018]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13629.jpg,13629,[0.1807056  0.09739152 0.27035043 0.12064464 0.33090776]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14417.jpg,14417,[0.18800227 0.17122866 0.22068745 0.06736068 0.3527209 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14679.jpg,14679,[0.19317622 0.18304493 0.20518634 0.06253246 0.35606012]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12916.jpg,12916,[0.24127549 0.13477969 0.33736917 0.0903703  0.19620539]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17750.jpg,17750,[0.24109    0.1315055  0.33918476 0.09159353 0.19662619]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14891.jpg,14891,[0.22655687 0.06703168 0.16846746 0.12793975 0.41000432]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13671.jpg,13671,[0.19212435 0.17999183 0.20025904 0.06322915 0.3643956 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17830.jpg,17830,[0.30463943 0.04143916 0.31315622 0.16031013 0.18045503]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12632.jpg,12632,[0.30497196 0.04162472 0.31026703 0.16001509 0.1831211 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/15003.jpg,15003,[0.22636037 0.06711341 0.16794007 0.12778383 0.4108024 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10647.jpg,10647,[0.30297324 0.04105412 0.3219013  0.1611399  0.17293145]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17733.jpg,17733,[0.28585407 0.04812199 0.3248365  0.1650492  0.17613828]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17417.jpg,17417,[0.23282109 0.06127195 0.17724665 0.1292916  0.39936876]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17432.jpg,17432,[0.2419284  0.13639942 0.33586988 0.09166253 0.19413976]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13034.jpg,13034,[0.1929018  0.0902597  0.19073038 0.12580632 0.4003018 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13341.jpg,13341,[0.16112345 0.11473891 0.23676741 0.10145949 0.38591066]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10359.jpg,10359,[0.30248433 0.04150219 0.3198642  0.1611771  0.17497219]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14432.jpg,14432,[0.1874128  0.1651145  0.21601777 0.0675449  0.36390996]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17474.jpg,17474,[0.28069603 0.04999502 0.2141725  0.1401037  0.3150328 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17683.jpg,17683,[0.30363452 0.04087141 0.3212444  0.16094396 0.17330566]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14263.jpg,14263,[0.29896373 0.04634899 0.24090382 0.14673138 0.26705208]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10585.jpg,10585,[0.3045086  0.04139635 0.313925   0.16036148 0.17980854]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17440.jpg,17440,[0.29508016 0.04733094 0.23094735 0.14449447 0.2821472 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17752.jpg,17752,[0.2307814  0.06255836 0.17466317 0.12858635 0.40341076]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17426.jpg,17426,[0.22554836 0.06833413 0.16655305 0.12782551 0.411739  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12786.jpg,12786,[0.185112   0.16547117 0.23285323 0.07092851 0.3456351 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10913.jpg,10913,[0.30424666 0.04121392 0.31638843 0.16056435 0.17758667]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17757.jpg,17757,[0.303832   0.04098321 0.31969175 0.1608291  0.17466387]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17827.jpg,17827,[0.26833406 0.05221538 0.20400135 0.1374106  0.33803862]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13876.jpg,13876,[0.303007   0.04495974 0.262257   0.1514278  0.23834838]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14232.jpg,14232,[0.30393162 0.04104393 0.31886435 0.16076615 0.17539392]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10189.jpg,10189,[0.22269301 0.07423823 0.16146106 0.12877691 0.4128308 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17817.jpg,17817,[0.22365867 0.07188965 0.16320258 0.12824546 0.41300368]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17511.jpg,17511,[0.30432582 0.04126026 0.31572464 0.16050878 0.17818049]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13708.jpg,13708,[0.3036248  0.04086812 0.3213023  0.16094866 0.17325608]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12959.jpg,12959,[0.240119   0.05857439 0.18381797 0.13163178 0.38585687]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12917.jpg,12917,[0.1732942  0.13788258 0.24159706 0.08182573 0.3654004 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/11786.jpg,11786,[0.30393052 0.04106583 0.31868738 0.16075835 0.17555787]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12359.jpg,12359,[0.20076354 0.15408432 0.28051862 0.08178555 0.28284806]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17809.jpg,17809,[0.30420244 0.04118865 0.31675252 0.16059454 0.17726174]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10614.jpg,10614,[0.16273372 0.11347573 0.24983245 0.10191577 0.3720423 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17697.jpg,17697,[0.25588956 0.05527825 0.19756882 0.13551082 0.3557526 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17522.jpg,17522,[0.22713217 0.06587895 0.16972657 0.12783143 0.40943086]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13640.jpg,13640,[0.2232429  0.07466428 0.16121323 0.12970208 0.4111775 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17821.jpg,17821,[0.20426375 0.13441427 0.29976976 0.09084895 0.27070335]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17561.jpg,17561,[0.27981737 0.05024358 0.21344748 0.14003617 0.3164554 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17566.jpg,17566,[0.30193472 0.04541111 0.2552615  0.14994587 0.24744675]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17705.jpg,17705,[0.19148271 0.10681257 0.31166258 0.11156413 0.27847794]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17494.jpg,17494,[0.22702782 0.1360542  0.3234181  0.09057715 0.22292276]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/11875.jpg,11875,[0.292927   0.04777055 0.22748907 0.1435858  0.2882276 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10957.jpg,10957,[0.22354451 0.07211586 0.16300529 0.12828048 0.41305384]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17451.jpg,17451,[0.30363125 0.04086971 0.32126883 0.16094574 0.17328449]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17716.jpg,17716,[0.30404633 0.0410987  0.31803137 0.16069809 0.17612553]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10576.jpg,10576,[0.28080544 0.04997054 0.21424757 0.14012136 0.31485507]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13537.jpg,13537,[0.30361795 0.04086998 0.32130945 0.16095074 0.1732519 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14998.jpg,14998,[0.30429563 0.04426708 0.2726952  0.15357159 0.22517045]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10436.jpg,10436,[0.19369568 0.1849859  0.20365775 0.06198495 0.35567573]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/14834.jpg,14834,[0.24272333 0.05798054 0.18623008 0.13233434 0.3807317 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17486.jpg,17486,[0.30292368 0.04495161 0.26634976 0.15239592 0.23337904]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/15155.jpg,15155,[0.3051976  0.0417543  0.30818522 0.15976065 0.18510231]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10299.jpg,10299,[0.30047327 0.04590544 0.2475244  0.14823015 0.2578667 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10377.jpg,10377,[0.24967806 0.05654646 0.19247092 0.1341076  0.36719686]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17807.jpg,17807,[0.23346967 0.13983834 0.32714015 0.08916298 0.21038881]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13614.jpg,13614,[0.30417535 0.04433239 0.27203113 0.15344673 0.22601439]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13951.jpg,13951,[0.22267605 0.07415043 0.16154705 0.12874171 0.41288477]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17689.jpg,17689,[0.28131914 0.04839173 0.33889174 0.16718112 0.16421624]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17401.jpg,17401,[0.2436031  0.06273675 0.18839529 0.13685627 0.3684085 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13946.jpg,13946,[0.2267618  0.06655385 0.1685993  0.12778607 0.41029894]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13892.jpg,13892,[0.30510217 0.04362046 0.28208202 0.15541042 0.2137849 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17557.jpg,17557,[0.24129952 0.13448875 0.33755776 0.09046983 0.1961842 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12713.jpg,12713,[0.23753871 0.0593337  0.18179426 0.13088535 0.390448  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/11790.jpg,11790,[0.30549955 0.04219186 0.30248895 0.1589483  0.19087134]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13795.jpg,13795,[0.30499592 0.04162858 0.31010747 0.15998065 0.1832874 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17820.jpg,17820,[0.27798682 0.05045421 0.21178645 0.1394436  0.32032895]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10368.jpg,10368,[0.17543893 0.13878578 0.2465381  0.08217194 0.35706523]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17631.jpg,17631,[0.30365354 0.04088163 0.3211011  0.16093364 0.1734301 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/15002.jpg,15002,[0.30275798 0.04507066 0.26065126 0.15109095 0.24042906]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/15069.jpg,15069,[0.28744292 0.04880407 0.2207336  0.14184071 0.30117866]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13554.jpg,13554,[0.23352067 0.07056316 0.37037784 0.14798342 0.17755485]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17833.jpg,17833,[0.3050594  0.04392266 0.28417104 0.15646744 0.21037942]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10504.jpg,10504,[0.30362973 0.04086893 0.32127988 0.16094653 0.1732749 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13790.jpg,13790,[0.212892   0.08531772 0.33698094 0.13726594 0.22754346]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/15196.jpg,15196,[0.19453058 0.18487215 0.20055443 0.06138591 0.35865688]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13181.jpg,13181,[0.2799393  0.05014036 0.21345134 0.13996042 0.31650856]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17690.jpg,17690,[0.23434874 0.06050874 0.1789805  0.12984468 0.39631733]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12589.jpg,12589,[0.21012338 0.13244416 0.3083775  0.09225824 0.25679672]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13631.jpg,13631,[0.19590881 0.12673178 0.2968605  0.09530735 0.28519157]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13222.jpg,13222,[0.2959405  0.04782664 0.26877517 0.1539461  0.23351175]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/10790.jpg,10790,[0.25804254 0.05427473 0.19673733 0.13534479 0.3556006 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/13630.jpg,13630,[0.22625294 0.06725663 0.16776587 0.12778059 0.41094398]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17811.jpg,17811,[0.23856519 0.11861392 0.34662294 0.09810557 0.19809249]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17569.jpg,17569,[0.27575132 0.05110628 0.34016976 0.16839674 0.16457586]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/12873.jpg,12873,[0.22232357 0.07500897 0.1609312  0.12892774 0.4128085 ]
